#,DEX,ID,NAME,FAST,CHARGE,Fast DPS,Charge DPS,Useless,Weave DPS,Fast%,NOTES,OFF %,DEF %, ,Comb Rank,DPS,OFF TDO,OFF TDO %,DEF TDO,DEF TDO %,EHP,MAX CP,,Comb Rank_1,EHP_1,DPS_1,OFF TDO_1,,Comb Rank_3,EHP_3,DPS_3,OFF TDO_3
3549,339,357,Barboach,Mud Shot,Mud Bomb,3.3,7.6,,6.1,36%,,95%,96%,,4300,6.1,65,9.1%,52,10.4%,56,819,,4301,56,6.1,65,,4183,56,6.1,65
3550,339,357,Barboach,Water Gun,Aqua Tail,4.0,8.4,,6.4,44%,,100%,88%,,4316,6.4,69,9.6%,48,9.5%,56,819,,4260,56,6.4,69,,4534,56,4.0,43
3551,339,357,Barboach,Water Gun,Ice Beam,4.0,7.3,,5.9,41%,,92%,92%,,4346,5.9,64,8.8%,50,10.0%,56,819,,4329,56,5.9,64,,4580,56,3.7,40
3552,339,357,Barboach,Water Gun,Mud Bomb,4.0,7.6,,6.3,38%,,97%,90%,,4322,6.3,67,9.3%,49,9.7%,56,819,,4278,56,6.3,67,,4239,56,5.7,61
3553,340,358,Whiscash,Mud Shot,Blizzard,4.7,17.0,,8.8,67%,,97%,83%,,2298,8.8,251,34.9%,170,33.9%,149,2075,,2339,149,8.8,251,,2761,149,6.7,191
3554,340,358,Whiscash,Mud Shot,Mud Bomb,4.7,11.6,,8.6,43%,,95%,100%,,2003,8.6,248,34.4%,205,40.9%,149,2075,,2359,149,8.6,248,,2143,149,8.6,248
3555,340,358,Whiscash,Mud Shot,Water Pulse,4.7,10.7,,7.9,46%,,87%,88%,,2346,7.9,227,31.5%,181,36.1%,149,2075,,2592,149,7.9,227,,3062,149,5.8,166
3556,340,358,Whiscash,Water Gun,Blizzard,5.6,17.0,,9.0,70%,,100%,99%,,1960,9.0,260,36.0%,203,40.6%,149,2075,,2246,149,9.0,260,,3080,149,5.7,162
3557,340,358,Whiscash,Water Gun,Mud Bomb,5.6,11.6,,8.8,46%,,98%,94%,,2065,8.8,254,35.2%,193,38.6%,149,2075,,2319,149,8.8,254,,2363,149,7.9,226
3558,340,358,Whiscash,Water Gun,Water Pulse,5.6,10.7,,8.2,49%,,90%,92%,,2232,8.2,235,32.6%,190,37.8%,149,2075,,2529,149,8.2,235,,3247,149,5.1,147
3559,341,359,Corphish,Bubble,Aqua Jet,4.9,8.0,,6.9,34%,,84%,91%,,4015,6.9,80,11.1%,71,14.2%,60,1230,,4125,60,6.9,80,,3982,96,4.3,80
3560,341,359,Corphish,Bubble,Bubble Beam,4.9,10.8,,8.2,44%,,100%,100%,,3856,8.2,94,13.1%,78,15.6%,60,1230,,3926,60,8.2,94,,3824,96,5.1,94
3561,341,359,Corphish,Bubble,Vice Grip,4.9,7.1,,6.1,44%,,75%,70%,,4252,6.1,71,9.8%,55,10.9%,60,1230,,4243,60,6.1,71,,3781,96,5.3,98
3562,341,359,Corphish,Rock Smash,Aqua Jet,4.7,8.0,,6.6,41%,,81%,87%,,4059,6.6,77,10.6%,68,13.7%,60,1230,,3981,60,7.8,90,,3862,96,4.9,90
3563,341,359,Corphish,Rock Smash,Bubble Beam,4.7,10.8,,7.7,51%,,94%,98%,,3902,7.7,88,12.3%,77,15.3%,60,1230,,3811,60,9.1,105,,3706,96,5.7,105
3564,341,359,Corphish,Rock Smash,Vice Grip,4.7,7.1,,5.9,51%,,72%,69%,,4275,5.9,68,9.4%,54,10.8%,60,1230,,4021,60,7.6,87,,3678,96,5.9,108
3565,342,360,Crawdaunt,Snarl,Bubble Beam,8.0,16.4,,12.2,50%,,98%,94%,,2295,12.2,240,33.3%,178,35.6%,102,2474,,2453,102,12.2,240,,1791,163,9.1,287
3566,342,360,Crawdaunt,Snarl,Night Slash,8.0,15.8,,12.3,45%,,98%,98%,,2211,12.3,241,33.4%,187,37.4%,102,2474,,2448,102,12.3,241,,1091,163,12.3,386
3567,342,360,Crawdaunt,Snarl,Vice Grip,8.0,10.7,,9.4,50%,,75%,68%,,3046,9.4,184,25.5%,129,25.7%,102,2474,,3032,102,9.4,184,,1731,163,9.4,294
3568,342,360,Crawdaunt,Waterfall,Bubble Beam,9.6,16.4,,12.5,58%,,100%,96%,,2238,12.5,245,34.0%,182,36.3%,102,2474,,2402,102,12.5,245,,2199,163,7.8,245
3569,342,360,Crawdaunt,Waterfall,Night Slash,9.6,15.8,,12.5,54%,,100%,100%,,2179,12.5,245,34.0%,190,37.9%,102,2474,,2397,102,12.5,245,,1453,163,10.5,331
3570,342,360,Crawdaunt,Waterfall,Vice Grip,9.6,10.7,,10.1,58%,,81%,72%,,2910,10.1,198,27.5%,136,27.2%,102,2474,,2855,102,10.1,198,,2112,163,8.0,251
3571,343,361,Baltoy,Confusion,Dig,3.7,5.8,,5.0,36%,,100%,100%,,4174,5.0,68,9.4%,65,13.0%,70,787,,4273,70,5.0,68,,4559,44,5.0,42
3572,343,361,Baltoy,Confusion,Gyro Ball,3.7,5.5,,4.6,47%,,92%,83%,,4303,4.6,62,8.7%,54,10.7%,70,787,,4341,70,4.6,62,,4657,44,3.7,31
3573,343,361,Baltoy,Confusion,Psybeam,3.7,6.0,,4.9,48%,,97%,86%,,4272,4.9,65,9.1%,56,11.2%,70,787,,4302,70,4.9,65,,4572,44,4.9,41
3574,343,361,Baltoy,Extrasensory,Dig,3.3,5.8,,5.0,34%,,99%,96%,,4203,5.0,67,9.3%,62,12.5%,70,787,,4285,70,5.0,67,,4566,44,5.0,42
3575,343,361,Baltoy,Extrasensory,Gyro Ball,3.3,5.5,,4.6,45%,,90%,77%,,4360,4.6,61,8.5%,50,10.0%,70,787,,4360,70,4.6,61,,4677,44,3.4,29
3576,343,361,Baltoy,Extrasensory,Psybeam,3.3,6.0,,4.8,46%,,95%,81%,,4304,4.8,64,8.9%,53,10.5%,70,787,,4316,70,4.8,64,,4577,44,4.8,40
3577,344,362,Claydol,Extrasensory,Gyro Ball,5.3,9.2,,7.3,50%,,79%,69%,,2680,7.3,210,29.2%,152,30.3%,150,1971,,2745,150,7.3,210,,3761,94,5.6,100
3578,344,362,Claydol,Extrasensory,Psychic,5.3,16.2,,8.4,72%,,90%,70%,,2493,8.4,241,33.5%,153,30.5%,150,1971,,2446,150,8.4,241,,3204,94,8.4,151
3579,344,362,Claydol,Extrasensory,Earthquake,5.3,15.2,,8.6,67%,,93%,76%,,2352,8.6,249,34.5%,165,33.0%,150,1971,,2357,150,8.6,249,,3155,94,8.6,155
3580,344,362,Claydol,Extrasensory,Earth Power,5.3,12.7,,9.2,48%,,99%,91%,,1966,9.2,265,36.7%,199,39.8%,150,1971,,2209,150,9.2,265,,3065,94,9.2,165
3581,344,362,Claydol,Confusion,Gyro Ball,6.0,9.2,,7.5,53%,,81%,78%,,2485,7.5,217,30.1%,171,34.1%,150,1971,,2685,150,7.5,217,,3687,94,6.0,108
3582,344,362,Claydol,Confusion,Psychic,6.0,16.2,,8.6,74%,,93%,82%,,2246,8.6,248,34.4%,179,35.7%,150,1971,,2379,150,8.6,248,,3164,94,8.6,155
3583,344,362,Claydol,Confusion,Earthquake,6.0,15.2,,8.8,69%,,95%,87%,,2083,8.8,254,35.2%,191,38.0%,150,1971,,2317,150,8.8,254,,3121,94,8.8,159
3584,344,362,Claydol,Confusion,Earth Power,6.0,12.7,,9.3,51%,,100%,100%,,1834,9.3,268,37.1%,219,43.6%,150,1971,,2171,150,9.3,268,,3035,94,9.3,167
3585,345,363,Lileep,Acid,Ancient Power,3.8,7.1,,6.0,34%,,79%,91%,,3456,6.0,127,17.7%,114,22.7%,110,1291,,2802,176,6.0,204,,3470,110,6.0,127
3586,345,363,Lileep,Acid,Grass Knot,3.8,12.2,,7.5,55%,,100%,97%,,3241,7.5,160,22.2%,121,24.1%,110,1291,,2281,176,7.5,256,,2337,110,10.8,229
3587,345,363,Lileep,Acid,Mirror Coat,3.8,6.8,,5.2,55%,,68%,61%,,3774,5.2,110,15.2%,76,15.2%,110,1291,,3118,176,5.2,175,,3661,110,5.2,110
3588,345,363,Lileep,Infestation,Ancient Power,3.1,7.1,,5.9,29%,,78%,92%,,3455,5.9,126,17.4%,115,22.9%,110,1291,,2835,176,5.9,201,,3488,110,5.9,126
3589,345,363,Lileep,Infestation,Grass Knot,3.1,12.2,,7.6,51%,,100%,100%,,3211,7.6,160,22.2%,125,24.9%,110,1291,,2275,176,7.6,257,,2273,110,11.2,237
3590,345,363,Lileep,Infestation,Mirror Coat,3.1,6.8,,4.9,51%,,65%,63%,,3790,4.9,105,14.5%,78,15.6%,110,1291,,3201,176,4.9,167,,3714,110,4.9,105
3591,346,364,Cradily,Acid,Bulldoze,5.1,9.4,,7.3,49%,,71%,70%,,2479,7.3,229,31.8%,164,32.7%,164,2211,,1318,262,7.3,367,,2333,164,7.3,229
3592,346,364,Cradily,Acid,Grass Knot,5.1,16.9,,10.1,57%,,99%,93%,,1561,10.1,318,44.2%,219,43.7%,164,2211,,431,262,10.1,510,,693,164,14.4,454
3593,346,364,Cradily,Acid,Stone Edge,5.1,21.1,,8.8,77%,,87%,69%,,2208,8.8,278,38.5%,162,32.4%,164,2211,,699,262,8.8,445,,1876,164,8.8,278
3594,346,364,Cradily,Infestation,Bulldoze,4.1,9.4,,7.0,44%,,69%,74%,,2439,7.0,222,30.8%,173,34.5%,164,2211,,1425,262,7.0,356,,2424,164,7.0,222
3595,346,364,Cradily,Infestation,Grass Knot,4.1,16.9,,10.2,52%,,100%,100%,,1449,10.2,321,44.5%,235,46.8%,164,2211,,422,262,10.2,513,,609,164,15.0,473
3596,346,364,Cradily,Infestation,Stone Edge,4.1,21.1,,8.7,73%,,86%,75%,,2084,8.7,274,38.1%,176,35.2%,164,2211,,735,262,8.7,439,,1911,164,8.7,274
3597,347,365,Anorith,Scratch,Ancient Power,6.3,11.2,,9.8,30%,,100%,79%,,3621,9.8,117,16.2%,93,18.6%,62,1529,,3001,99,9.8,186,,4078,39,9.8,73
3598,347,365,Anorith,Scratch,Aqua Jet,6.3,8.1,,7.4,40%,,76%,52%,,4056,7.4,88,12.2%,61,12.1%,62,1529,,3486,99,7.4,141,,4480,39,6.3,47
3599,347,365,Anorith,Scratch,Cross Poison,6.3,12.3,,8.9,58%,,90%,55%,,3905,8.9,106,14.7%,64,12.8%,62,1529,,3190,99,8.9,169,,4170,39,8.9,66
3600,347,365,Anorith,Struggle Bug,Ancient Power,5.9,11.2,,9.8,27%,,100%,100%,,3475,9.8,117,16.2%,117,23.4%,62,1529,,2993,99,9.8,187,,4073,39,9.8,73
3601,347,365,Anorith,Struggle Bug,Aqua Jet,5.9,8.1,,7.3,37%,,75%,66%,,3909,7.3,87,12.1%,77,15.4%,62,1529,,3504,99,7.3,139,,4524,39,5.9,44
3602,347,365,Anorith,Struggle Bug,Cross Poison,5.9,12.3,,8.8,54%,,90%,70%,,3753,8.8,105,14.6%,82,16.3%,62,1529,,3194,99,8.8,169,,4171,39,8.8,66
3603,348,366,Armaldo,Fury Cutter,Cross Poison,6.1,15.2,,10.4,53%,,87%,72%,,2136,10.4,272,37.8%,173,34.5%,136,2848,,756,218,10.4,436,,3007,85,10.4,170
3604,348,366,Armaldo,Fury Cutter,Rock Blast,6.1,16.4,,11.9,43%,,100%,96%,,1508,11.9,312,43.3%,230,45.9%,136,2848,,460,218,11.9,499,,2699,85,11.9,195
3605,348,366,Armaldo,Fury Cutter,Water Pulse,6.1,12.7,,9.8,44%,,82%,76%,,2181,9.8,256,35.6%,182,36.3%,136,2848,,967,218,9.8,410,,3577,85,7.1,116
3606,348,366,Armaldo,Struggle Bug,Cross Poison,7.2,15.2,,10.5,59%,,88%,80%,,1971,10.5,274,38.0%,193,38.4%,136,2848,,739,218,10.5,438,,2994,85,10.5,171
3607,348,366,Armaldo,Struggle Bug,Rock Blast,7.2,16.4,,11.8,50%,,99%,100%,,1463,11.8,309,42.8%,240,47.9%,136,2848,,480,218,11.8,494,,2740,85,11.8,193
3608,348,366,Armaldo,Struggle Bug,Water Pulse,7.2,12.7,,9.9,50%,,83%,88%,,1916,9.9,260,36.0%,211,42.0%,136,2848,,923,218,9.9,415,,3503,85,7.6,124
3609,349,367,Feebas,Splash,Mirror Coat,0.3,2.6,,1.5,47%,,67%,96%,,4742,1.5,11,1.6%,11,2.2%,38,274,,4753,38,1.5,11,,4738,61,1.5,17
3610,349,367,Feebas,Tackle,Mirror Coat,2.0,2.6,,2.3,49%,,100%,100%,,4741,2.3,17,2.3%,11,2.3%,38,274,,4748,38,2.3,17,,4689,61,2.3,27
3611,350,368,Milotic,Dragon Tail,Surf,7.2,22.8,,11.6,72%,,97%,95%,,597,11.6,440,61.0%,281,56.1%,196,3005,,731,196,11.6,440,,386,314,9.2,558
3612,350,368,Milotic,Dragon Tail,Blizzard,7.2,21.1,,10.8,74%,,90%,89%,,833,10.8,408,56.5%,265,52.9%,196,3005,,990,196,10.8,408,,452,314,8.8,530
3613,350,368,Milotic,Dragon Tail,Hyper Beam,7.2,19.9,,11.0,70%,,91%,95%,,665,11.0,416,57.7%,281,56.0%,196,3005,,910,196,11.0,416,,224,314,11.0,666
3614,350,368,Milotic,Waterfall,Surf,8.4,22.8,,12.0,75%,,100%,100%,,475,12.0,455,63.1%,296,59.0%,196,3005,,626,196,12.0,455,,689,314,7.5,455
3615,350,368,Milotic,Waterfall,Blizzard,8.4,21.1,,11.3,77%,,94%,95%,,623,11.3,427,59.2%,283,56.4%,196,3005,,828,196,11.3,427,,846,314,7.1,427
3616,350,368,Milotic,Waterfall,Hyper Beam,8.4,19.9,,11.5,73%,,95%,100%,,553,11.5,434,60.1%,297,59.2%,196,3005,,772,196,11.5,434,,389,314,9.2,554
3617,351,369,Castform,Hex,Hurricane,3.5,15.3,,7.2,68%,,71%,69%,,3398,7.2,149,20.6%,107,21.4%,107,1632,,3683,107,5.8,119,,3221,107,7.2,149
3618,351,369,Castform,Hex,Energy Ball,3.5,8.7,,6.7,38%,,66%,79%,,3359,6.7,138,19.2%,123,24.4%,107,1632,,3654,107,5.9,121,,2600,107,10.0,205
3619,351,369,Castform,Hex,Weather Ball Rock,3.5,16.7,,9.9,52%,,97%,100%,,2704,9.9,203,28.1%,155,30.9%,107,1632,,3067,107,8.8,180,,2621,107,9.9,203
3620,351,369,Castform,Tackle,Hurricane,5.3,15.3,,8.0,73%,,78%,79%,,3206,8.0,165,22.9%,123,24.6%,107,1632,,3233,107,8.0,165,,3066,107,8.0,165
3621,351,369,Castform,Tackle,Energy Ball,5.3,8.7,,7.2,43%,,71%,80%,,3272,7.2,149,20.6%,124,24.8%,107,1632,,3406,107,7.2,149,,2549,107,10.2,210
3622,351,369,Castform,Tackle,Weather Ball Rock,5.3,16.7,,10.2,57%,,100%,100%,,2635,10.2,210,29.1%,155,30.9%,107,1632,,2746,107,10.2,210,,2547,107,10.2,210
3623,351,370,Castform (Rainy),Tackle,Hydro Pump,4.5,17.8,,8.7,68%,,86%,98%,,2861,8.7,180,24.9%,155,30.9%,107,1632,,3071,107,8.7,180,,2478,171,6.6,218
3624,351,370,Castform (Rainy),Tackle,Thunder,4.5,15.6,,7.3,75%,,72%,72%,,3361,7.3,151,20.9%,114,22.7%,107,1632,,3396,107,7.3,151,,1537,171,9.7,318
3625,351,370,Castform (Rainy),Tackle,Weather Ball Water,4.5,16.7,,9.8,57%,,96%,97%,,2725,9.8,201,27.9%,153,30.5%,107,1632,,2825,107,9.8,201,,2300,171,7.1,233
3626,351,370,Castform (Rainy),Water Gun,Hydro Pump,5.3,17.8,,9.2,68%,,90%,100%,,2765,9.2,190,26.3%,158,31.4%,107,1632,,2955,107,9.2,190,,2775,171,5.8,190
3627,351,370,Castform (Rainy),Water Gun,Thunder,5.3,15.6,,7.9,75%,,77%,74%,,3258,7.9,162,22.4%,117,23.3%,107,1632,,3268,107,7.9,162,,1790,171,8.7,287
3628,351,370,Castform (Rainy),Water Gun,Weather Ball Water,5.3,16.7,,10.2,57%,,100%,98%,,2636,10.2,210,29.1%,155,30.9%,107,1632,,2747,107,10.2,210,,2548,171,6.4,210
3629,351,371,Castform (Snowy),Powder Snow,Blizzard,3.2,18.9,,9.1,62%,,90%,86%,,2992,9.1,187,26.0%,135,26.9%,107,1632,,2987,107,9.1,187,,3566,107,5.7,117
3630,351,371,Castform (Snowy),Powder Snow,Ice Beam,3.2,12.3,,8.7,40%,,85%,95%,,2919,8.7,178,24.7%,149,29.7%,107,1632,,3087,107,8.7,178,,3645,107,5.4,111
3631,351,371,Castform (Snowy),Powder Snow,Weather Ball Ice,3.2,16.7,,10.2,48%,,100%,98%,,2647,10.2,209,29.0%,155,30.8%,107,1632,,2760,107,10.2,209,,3428,107,6.4,130
3632,351,371,Castform (Snowy),Tackle,Blizzard,4.5,18.9,,8.9,70%,,88%,100%,,2815,8.9,183,25.4%,157,31.3%,107,1632,,3042,107,8.9,183,,3346,107,6.8,139
3633,351,371,Castform (Snowy),Tackle,Ice Beam,4.5,12.3,,8.6,48%,,84%,98%,,2892,8.6,176,24.4%,154,30.7%,107,1632,,3110,107,8.6,176,,3478,107,6.2,127
3634,351,371,Castform (Snowy),Tackle,Weather Ball Ice,4.5,16.7,,9.8,57%,,97%,98%,,2726,9.8,201,27.9%,153,30.5%,107,1632,,2826,107,9.8,201,,3261,107,7.1,146
3635,351,372,Castform (Sunny),Ember,Fire Blast,4.9,15.1,,8.8,62%,,87%,87%,,3012,8.8,181,25.1%,136,27.2%,107,1632,,3061,107,8.8,181,,4111,67,5.5,71
3636,351,372,Castform (Sunny),Ember,Solar Beam,4.9,13.9,,8.7,58%,,86%,89%,,3002,8.7,179,24.8%,139,27.7%,107,1632,,3078,107,8.7,179,,3294,67,11.1,143
3637,351,372,Castform (Sunny),Ember,Weather Ball Fire,4.9,16.7,,10.1,56%,,100%,99%,,2642,10.1,208,28.8%,156,31.1%,107,1632,,2772,107,10.1,208,,3960,67,6.3,81
3638,351,372,Castform (Sunny),Tackle,Fire Blast,4.5,15.1,,8.5,62%,,84%,99%,,2896,8.5,175,24.2%,155,30.9%,107,1632,,3125,107,8.5,175,,3947,67,6.4,82
3639,351,372,Castform (Sunny),Tackle,Solar Beam,4.5,13.9,,8.4,59%,,83%,100%,,2886,8.4,173,24.0%,157,31.3%,107,1632,,3153,107,8.4,173,,3183,67,11.9,152
3640,351,372,Castform (Sunny),Tackle,Weather Ball Fire,4.5,16.7,,9.8,57%,,97%,98%,,2727,9.8,201,27.9%,153,30.5%,107,1632,,2827,107,9.8,201,,3850,67,7.1,91
3641,352,373,Kecleon,Lick,Foul Play,5.1,14.9,,8.9,61%,,100%,90%,,2821,8.9,218,30.2%,132,26.3%,127,2047,,3172,127,7.0,172,,2480,127,8.9,218
3642,352,373,Kecleon,Lick,Flamethrower,5.1,13.6,,8.6,59%,,97%,88%,,2897,8.6,210,29.2%,130,25.9%,127,2047,,3208,127,6.8,166,,3123,127,6.5,159
3643,352,373,Kecleon,Lick,Thunder,5.1,17.8,,8.4,74%,,95%,75%,,3066,8.4,206,28.6%,110,22.0%,127,2047,,3394,127,6.2,151,,1904,127,11.3,275
3644,352,373,Kecleon,Lick,Ice Beam,5.1,11.8,,8.6,48%,,96%,100%,,2732,8.6,209,29.1%,147,29.3%,127,2047,,3139,127,7.1,174,,3176,127,6.3,153
3645,352,373,Kecleon,Lick,Aerial Ace,5.1,9.9,,7.7,44%,,87%,90%,,2995,7.7,189,26.3%,133,26.5%,127,2047,,3335,127,6.4,156,,2778,127,7.7,189
3646,352,373,Kecleon,Lick,Shadow Sneak,5.1,7.5,,6.5,39%,,73%,79%,,3275,6.5,160,22.2%,116,23.1%,127,2047,,4340,127,2.6,62,,3102,127,6.5,160
3647,352,373,Kecleon,Sucker Punch,Foul Play,4.9,14.9,,8.7,62%,,98%,89%,,2857,8.7,213,29.6%,132,26.2%,127,2047,,2706,127,8.7,213,,2516,127,8.7,213
3648,352,373,Kecleon,Sucker Punch,Flamethrower,4.9,13.6,,8.4,59%,,95%,88%,,2918,8.4,206,28.6%,130,25.9%,127,2047,,2779,127,8.4,206,,3156,127,6.4,155
3649,352,373,Kecleon,Sucker Punch,Thunder,4.9,17.8,,8.2,74%,,92%,77%,,3072,8.2,201,27.9%,113,22.5%,127,2047,,2832,127,8.2,201,,1957,127,11.0,269
3650,352,373,Kecleon,Sucker Punch,Ice Beam,4.9,11.8,,8.4,48%,,95%,100%,,2762,8.4,206,28.6%,146,29.2%,127,2047,,2780,127,8.4,206,,3208,127,6.2,150
3651,352,373,Kecleon,Sucker Punch,Aerial Ace,4.9,9.9,,7.6,45%,,86%,89%,,3026,7.6,186,25.9%,131,26.1%,127,2047,,3000,127,7.6,186,,2822,127,7.6,186
3652,352,373,Kecleon,Sucker Punch,Shadow Sneak,4.9,7.5,,6.5,39%,,72%,79%,,3285,6.5,158,21.9%,115,23.0%,127,2047,,3676,127,4.9,119,,3127,127,6.5,158
3653,353,374,Shuppet,Astonish,Ominous Wind,3.7,9.8,,7.9,31%,,98%,95%,,4250,7.9,66,9.1%,58,11.6%,43,1018,,4298,111,3.1,66,,4177,43,7.9,66
3654,353,374,Shuppet,Astonish,Night Shade,3.7,10.4,,7.6,42%,,94%,100%,,4242,7.6,63,8.7%,61,12.2%,43,1018,,4337,111,3.0,63,,4218,43,7.6,63
3655,353,374,Shuppet,Astonish,Shadow Sneak,3.7,7.8,,6.9,23%,,85%,86%,,4369,6.9,57,7.9%,52,10.5%,43,1018,,4439,111,2.7,57,,4327,43,6.9,57
3656,353,374,Shuppet,Feint Attack,Ominous Wind,4.6,9.8,,8.1,33%,,100%,90%,,4270,8.1,67,9.3%,55,11.0%,43,1018,,3881,111,4.6,98,,4160,43,8.1,67
3657,353,374,Shuppet,Feint Attack,Night Shade,4.6,10.4,,7.8,45%,,97%,93%,,4268,7.8,65,9.0%,57,11.4%,43,1018,,3881,111,4.6,98,,4193,43,7.8,65
3658,353,374,Shuppet,Feint Attack,Shadow Sneak,4.6,7.8,,7.0,25%,,87%,82%,,4399,7.0,58,8.1%,50,10.0%,43,1018,,3881,111,4.6,98,,4298,43,7.0,58
3659,354,375,Banette,Hex,Shadow Ball,6.0,22.7,,15.1,45%,,97%,96%,,1713,15.1,270,37.5%,232,46.2%,93,2298,,2150,238,5.9,270,,1945,93,15.1,270
3660,354,375,Banette,Hex,Dazzling Gleam,6.0,16.3,,12.1,41%,,77%,79%,,2334,12.1,216,30.0%,190,37.9%,93,2298,,531,238,10.6,485,,2498,93,12.1,216
3661,354,375,Banette,Hex,Thunder,6.0,23.5,,11.2,70%,,72%,59%,,2836,11.2,200,27.7%,143,28.5%,93,2298,,1090,238,8.6,394,,1910,93,15.4,274
3662,354,375,Banette,Shadow Claw,Shadow Ball,9.2,22.7,,15.6,52%,,100%,100%,,1589,15.6,279,38.7%,242,48.3%,93,2298,,2075,238,6.1,279,,1864,93,15.6,279
3663,354,375,Banette,Shadow Claw,Dazzling Gleam,9.2,16.3,,12.9,48%,,83%,81%,,2201,12.9,230,31.9%,197,39.2%,93,2298,,575,238,10.2,467,,2325,93,12.9,230
3664,354,375,Banette,Shadow Claw,Thunder,9.2,23.5,,12.6,76%,,81%,61%,,2615,12.6,226,31.3%,147,29.4%,93,2298,,1170,238,8.4,382,,1802,93,16.0,286
3665,355,376,Duskull,Astonish,Ominous Wind,2.2,5.5,,4.1,42%,,98%,97%,,4493,4.1,52,7.2%,40,8.1%,66,706,,4488,168,1.6,52,,4399,66,4.1,52
3666,355,376,Duskull,Astonish,Night Shade,2.2,5.8,,4.0,51%,,95%,91%,,4557,4.0,50,7.0%,38,7.5%,66,706,,4513,168,1.6,50,,4427,66,4.0,50
3667,355,376,Duskull,Astonish,Shadow Sneak,2.2,4.4,,3.6,36%,,86%,91%,,4597,3.6,46,6.4%,38,7.6%,66,706,,4591,168,1.4,46,,4507,66,3.6,46
3668,355,376,Duskull,Hex,Ominous Wind,2.5,5.5,,4.2,43%,,100%,100%,,4477,4.2,53,7.4%,41,8.3%,66,706,,4479,168,1.6,53,,4382,66,4.2,53
3669,355,376,Duskull,Hex,Night Shade,2.5,5.8,,4.1,52%,,97%,94%,,4526,4.1,52,7.2%,39,7.8%,66,706,,4493,168,1.6,52,,4407,66,4.1,52
3670,355,376,Duskull,Hex,Shadow Sneak,2.5,4.4,,3.7,36%,,88%,94%,,4565,3.7,47,6.5%,39,7.7%,66,706,,4566,168,1.4,47,,4483,66,3.7,47
3671,356,377,Dusclops,Feint Attack,Shadow Punch,4.2,9.6,,6.5,59%,,100%,89%,,3487,6.5,151,20.9%,92,18.4%,121,1591,,2328,310,4.2,253,,3206,121,6.5,151
3672,356,377,Dusclops,Feint Attack,Ice Punch,4.2,9.0,,6.3,56%,,98%,90%,,3491,6.3,148,20.5%,93,18.6%,121,1591,,1209,310,6.3,378,,3625,121,4.8,113
3673,356,377,Dusclops,Feint Attack,Fire Punch,4.2,8.5,,6.3,52%,,98%,93%,,3468,6.3,147,20.4%,97,19.4%,121,1591,,1218,310,6.3,377,,3647,121,4.8,111
3674,356,377,Dusclops,Hex,Shadow Punch,3.8,9.6,,6.5,54%,,100%,95%,,3425,6.5,150,20.9%,99,19.8%,121,1591,,3397,310,2.5,150,,3207,121,6.5,150
3675,356,377,Dusclops,Hex,Ice Punch,3.8,9.0,,6.3,51%,,98%,96%,,3436,6.3,147,20.4%,100,20.0%,121,1591,,1818,310,5.2,308,,3671,121,4.7,109
3676,356,377,Dusclops,Hex,Fire Punch,3.8,8.5,,6.3,47%,,98%,100%,,3413,6.3,147,20.4%,104,20.8%,121,1591,,1760,310,5.2,312,,3690,121,4.6,107
3677,357,378,Tropius,Air Slash,Stomp,5.5,11.9,,7.4,70%,,80%,67%,,2602,7.4,224,31.1%,150,30.0%,157,1941,,2615,157,7.4,224,,1251,251,7.4,359
3678,357,378,Tropius,Air Slash,Aerial Ace,5.5,10.2,,7.9,49%,,84%,83%,,2255,7.9,238,33.0%,185,36.9%,157,1941,,2489,157,7.9,238,,1126,251,7.9,380
3679,357,378,Tropius,Air Slash,Leaf Blade,5.5,12.9,,9.3,49%,,99%,100%,,1740,9.3,279,38.7%,224,44.6%,157,1941,,2071,157,9.3,279,,251,251,13.2,637
3680,357,378,Tropius,Razor Leaf,Stomp,6.1,11.9,,7.7,72%,,83%,66%,,2577,7.7,233,32.3%,148,29.5%,157,1941,,2547,157,7.7,233,,537,251,10.4,502
3681,357,378,Tropius,Razor Leaf,Aerial Ace,6.1,10.2,,8.1,52%,,86%,82%,,2234,8.1,243,33.7%,184,36.6%,157,1941,,2414,157,8.1,243,,577,251,10.0,482
3682,357,378,Tropius,Razor Leaf,Leaf Blade,6.1,12.9,,9.4,52%,,100%,99%,,1742,9.4,282,39.1%,221,44.1%,157,1941,,2047,157,9.4,282,,180,251,15.0,723
3683,358,379,Chimecho,Astonish,Energy Ball,3.8,10.8,,8.0,40%,,73%,79%,,2545,8.0,204,28.3%,171,34.1%,133,2259,,3066,133,7.0,180,,1683,133,11.8,303
3684,358,379,Chimecho,Astonish,Shadow Ball,3.8,15.4,,9.9,48%,,91%,92%,,2030,9.9,254,35.2%,200,39.8%,133,2259,,3869,133,3.9,99,,2089,133,9.9,254
3685,358,379,Chimecho,Astonish,Psyshock,3.8,13.4,,9.7,38%,,89%,95%,,1993,9.7,249,34.6%,206,41.1%,133,2259,,2597,133,8.8,227,,2135,133,9.7,249
3686,358,379,Chimecho,Extrasensory,Energy Ball,6.4,10.8,,8.9,43%,,82%,85%,,2314,8.9,228,31.6%,185,36.8%,133,2259,,2587,133,8.9,228,,1515,133,12.6,322
